run_id,symbol,name,mode,window_count,window_min,window_max,step,positive_consensus_threshold,negative_consensus_threshold,sell_vote_threshold,buy_vote_threshold,sell_confirm_days,buy_confirm_days,vol_breakout_mult,drawdown_confirm_threshold,cooldown_days,buy_volatility_cap,final_nav,total_return,benchmark_return,annualized_return,annualized_excess_return,calmar_ratio,max_drawdown,trade_count,signal_count,average_position,turnover_rate,whipsaw_rate,latest_action,latest_signal,start_date,end_date,reject_reason,eligible,objective_score,risk_band,suggest_position
1,399001.SZ,深证成指,single_window,16,30,180,120,0.15,0.2,2,2,1,1,1.0,0.03,5,1.0,1.2948905925258745,0.29489059252587446,0.2934112993734268,0.044101453902994026,0.00019928834992555267,0.08802187079565296,-0.5010283637958308,1,1,0.9476474486414844,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,max_drawdown_cap",False,-1.0,DANGER,0-20%
2,399001.SZ,深证成指,single_window,16,30,180,120,0.15,0.2,2,2,1,1,1.0,0.05,5,1.0,1.2948905925258745,0.29489059252587446,0.2934112993734268,0.044101453902994026,0.00019928834992555267,0.08802187079565296,-0.5010283637958308,1,1,0.9476474486414844,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,max_drawdown_cap",False,-1.0,DANGER,0-20%
5,399001.SZ,深证成指,single_window,16,30,180,120,0.2,0.2,2,2,1,1,1.0,0.03,5,1.0,1.2948905925258745,0.29489059252587446,0.2934112993734268,0.044101453902994026,0.00019928834992555267,0.08802187079565296,-0.5010283637958308,1,1,0.9476474486414844,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,max_drawdown_cap",False,-1.0,DANGER,0-20%
6,399001.SZ,深证成指,single_window,16,30,180,120,0.2,0.2,2,2,1,1,1.0,0.05,5,1.0,1.2948905925258745,0.29489059252587446,0.2934112993734268,0.044101453902994026,0.00019928834992555267,0.08802187079565296,-0.5010283637958308,1,1,0.9476474486414844,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,max_drawdown_cap",False,-1.0,DANGER,0-20%
3,399001.SZ,深证成指,single_window,16,30,180,120,0.15,0.2,2,2,1,2,1.0,0.03,5,1.0,1.2614192070070664,0.26141920700706645,0.2934112993734268,0.03954507657837869,-0.004357088974689782,0.07892782013134354,-0.5010283637958308,1,1,0.9469847581179589,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,non_positive_excess,max_drawdown_cap",False,-1.0,DANGER,0-20%
4,399001.SZ,深证成指,single_window,16,30,180,120,0.15,0.2,2,2,1,2,1.0,0.05,5,1.0,1.2614192070070664,0.26141920700706645,0.2934112993734268,0.03954507657837869,-0.004357088974689782,0.07892782013134354,-0.5010283637958308,1,1,0.9469847581179589,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,non_positive_excess,max_drawdown_cap",False,-1.0,DANGER,0-20%
7,399001.SZ,深证成指,single_window,16,30,180,120,0.2,0.2,2,2,1,2,1.0,0.03,5,1.0,1.2614192070070664,0.26141920700706645,0.2934112993734268,0.03954507657837869,-0.004357088974689782,0.07892782013134354,-0.5010283637958308,1,1,0.9469847581179589,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,non_positive_excess,max_drawdown_cap",False,-1.0,DANGER,0-20%
8,399001.SZ,深证成指,single_window,16,30,180,120,0.2,0.2,2,2,1,2,1.0,0.05,5,1.0,1.2614192070070664,0.26141920700706645,0.2934112993734268,0.03954507657837869,-0.004357088974689782,0.07892782013134354,-0.5010283637958308,1,1,0.9469847581179589,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,"trade_count,non_positive_excess,max_drawdown_cap",False,-1.0,DANGER,0-20%
