date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,atr_ratio,price_drawdown,recent_drawdown_min,param_source,executed_position,cash,units,holdings_value,portfolio_value,strategy_nav,benchmark_nav,daily_return,benchmark_return,excess_return,trade_flag,running_max,drawdown
2020-01-02,000905.SH,5306.67,5374.91,5288.17,5366.14,145894405.0,none,0.0,持有,hold,0.0,1.193918601941882,0.0,-0.03187017284691673,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0,0.0,0.0,0.0,False,1.0,0.0
2020-01-03,000905.SH,5376.03,5395.26,5351.81,5380.64,128452021.0,none,0.0,持有,hold,0.0,1.1594719254750014,0.0,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0027021285318682,0.0,0.002702128531868242,-0.002702128531868242,False,1.0,0.0
2020-01-06,000905.SH,5365.22,5481.55,5355.02,5434.85,159587414.0,none,0.0,持有,hold,0.0,1.1939822633643082,0.0,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.012804362167219,0.0,0.010075009664277879,-0.010075009664277879,False,1.0,0.0
2020-01-07,000905.SH,5441.9,5499.84,5440.69,5499.84,144142722.0,none,0.0,持有,hold,0.0,1.1570222729752535,0.0,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0249154886007446,0.0,0.011958011720654582,-0.011958011720654582,False,1.0,0.0
2020-01-08,000905.SH,5481.98,5500.16,5409.57,5423.8,155406847.0,none,0.0,持有,hold,0.0,1.2053169081760737,-0.013825856752196386,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0107451538722434,0.0,-0.013825856752196386,0.013825856752196386,False,1.0,0.0
2020-01-09,000905.SH,5465.86,5497.54,5457.35,5497.54,132431667.0,none,0.0,持有,hold,0.0,1.2398899727965207,-0.0004181939838250326,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0244868751094827,0.0,0.013595634057302908,-0.013595634057302908,False,1.0,0.0
2020-01-10,000905.SH,5511.67,5516.1,5455.25,5480.23,113819821.0,none,0.0,持有,hold,0.0,1.2183954681481837,-0.0035655582707861955,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0212610927035075,0.0,-0.003148681046431734,0.003148681046431734,False,1.0,0.0
2020-01-13,000905.SH,5478.32,5559.63,5447.73,5559.63,118076181.0,none,0.0,持有,hold,0.0,1.215859089746597,0.0,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0360575758366348,0.0,0.014488443003304763,-0.014488443003304763,False,1.0,0.0
2020-01-14,000905.SH,5576.63,5583.72,5539.9,5542.33,129811383.0,none,0.0,持有,hold,0.0,1.1698595359483936,-0.0031117178661169698,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.032833656967578,0.0,-0.0031117178661169698,0.0031117178661169698,False,1.0,0.0
2020-01-15,000905.SH,5532.96,5545.1,5492.65,5530.03,112425020.0,none,0.0,持有,hold,0.0,1.1764234425727076,-0.005324095308500865,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0305415065577863,0.0,-0.0022192832256470174,0.0022192832256470174,False,1.0,0.0
2020-01-16,000905.SH,5539.42,5559.02,5514.69,5527.67,111897276.0,none,0.0,持有,hold,0.0,1.1680111604082994,-0.0057485839885028645,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0301017118450133,0.0,-0.00042676079514936127,0.00042676079514936127,False,1.0,0.0
2020-01-17,000905.SH,5539.72,5555.41,5499.47,5510.05,104949329.0,none,0.0,持有,hold,0.0,1.1401268909256148,-0.008917859641738746,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0268181597945636,0.0,-0.0031875998386300397,0.0031875998386300397,False,1.0,0.0
2020-01-20,000905.SH,5523.01,5587.54,5500.59,5587.54,115403001.0,none,0.0,持有,hold,0.0,1.1005121623142882,0.0,-0.030026288980376625,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0412587073762518,0.0,0.01406339325414474,-0.01406339325414474,False,1.0,0.0
2020-01-21,000905.SH,5581.01,5581.98,5515.19,5523.94,124604808.0,none,0.0,持有,hold,0.0,1.1320017070682868,-0.011382468850334893,-0.01519915142681627,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0294066125744015,0.0,-0.011382468850334893,0.011382468850334893,False,1.0,0.0
2020-01-22,000905.SH,5502.59,5597.99,5440.2,5575.51,123474770.0,none,0.0,持有,hold,0.0,1.182376847770126,-0.002153004721218932,-0.013825856752196386,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0390168724632602,0.0,0.009335727759534063,-0.009335727759534063,False,1.0,0.0
2020-01-23,000905.SH,5521.79,5558.43,5326.93,5377.74,145773071.0,none,0.0,持有,hold,0.0,1.3924103544346207,-0.03754782963522407,-0.03754782963522407,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0021617028254945,0.0,-0.035471194563367336,0.035471194563367336,False,1.0,0.0
2020-02-03,000905.SH,4896.89,4960.75,4896.89,4910.9,81777084.0,none,0.0,持有,hold,0.0,1.7401863756289506,-0.12109801451085811,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.915164345320845,0.0,-0.08680970072930272,0.08680970072930272,False,1.0,0.0
2020-02-04,000905.SH,4736.12,5013.77,4736.12,4996.47,189672279.0,none,0.0,持有,hold,0.0,1.9141398855559104,-0.10578358275734934,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9311106307327054,0.0,0.01742450467327794,-0.01742450467327794,False,1.0,0.0
2020-02-05,000905.SH,5035.41,5178.44,5026.41,5123.96,171095339.0,none,0.0,持有,hold,0.0,1.9519099936535913,-0.08296674386223635,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.954868862907043,0.0,0.025516014306099954,-0.025516014306099954,False,1.0,0.0
2020-02-06,000905.SH,5128.19,5299.18,5100.48,5282.89,185957456.0,none,0.0,持有,hold,0.0,2.0155764950311,-0.054523099610919945,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9844860551532386,0.0,0.03101702589403521,-0.03101702589403521,False,1.0,0.0
2020-02-07,000905.SH,5287.27,5329.36,5226.7,5327.04,191147642.0,none,0.0,持有,hold,0.0,1.9942249716373306,-0.046621590181009864,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.992713570648548,0.0,0.008357168140922688,-0.008357168140922688,False,1.0,0.0
2020-02-10,000905.SH,5322.01,5389.04,5301.41,5388.44,176703282.0,none,0.0,持有,hold,0.0,1.9142812167670633,-0.035632854529900504,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0041556873283215,0.0,0.011526100798942673,-0.011526100798942673,False,1.0,0.0
2020-02-11,000905.SH,5390.53,5396.96,5323.76,5361.28,152508177.0,none,0.0,持有,hold,0.0,1.8855789061944375,-0.04049366984397429,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9990943210575943,0.0,-0.005040419861778167,0.005040419861778167,False,1.0,0.0
2020-02-12,000905.SH,5345.52,5461.67,5340.49,5459.95,151041473.0,none,0.0,持有,hold,0.0,1.887642115371518,-0.022834735858714206,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0174818398327288,0.0,0.01840418705980662,-0.01840418705980662,False,1.0,0.0
2020-02-13,000905.SH,5456.66,5482.8,5397.23,5412.84,158202642.0,none,0.0,持有,hold,0.0,1.8652239387767244,-0.03126599541121855,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0087027174095347,0.0,-0.008628284141796061,0.008628284141796061,False,1.0,0.0
2020-02-14,000905.SH,5407.47,5474.47,5375.93,5420.8,145346496.0,none,0.0,持有,hold,0.0,1.8436761131666264,-0.02984139710856648,-0.12109801451085811,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0101860927966844,0.0,0.0014705773678882483,-0.0014705773678882483,False,1.0,0.0
